type,lease_type,negotiable,furnishing,parking,property_size,property_age,bathroom,facing,cup_board,floor,total_floor,water_supply,building_type,balconies,AC,CLUB,CPA,FS,GP,GYM,HK,INTERCOM,INTERNET,LIFT,PARK,PB,POOL,RWH,SC,SECURITY,SERVANT,STP,VP,deposit,rent
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,1800,10,4,E,3,0,2,CORPORATION,IF,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,180000,18000
BHK2,FAMILY,0,SEMI_FURNISHED,BOTH,1250,4,2,E,2,3,3,BOREWELL,AP,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,100000,20000
BHK1,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,900,5,1,N,3,3,3,BOREWELL,IF,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,125000,20000
BHK2,FAMILY,1,NOT_FURNISHED,BOTH,1121,1,2,W,0,0,4,CORPORATION,AP,3,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,100000,18000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,1800,15,3,NE,7,0,1,CORPORATION,IH,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,350000,35000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,800,0,2,E,2,2,4,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,220000,22000
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,950,5,2,SE,1,1,2,CORPORATION,IH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,10000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1200,10,2,N,3,0,0,CORP_BORE,IH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,200000,12500
BHK2,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,1000,0,2,E,2,1,1,CORPORATION,IF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000,16000
BHK2,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,950,15,1,E,2,0,1,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,150000,15000
BHK1,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,330,0,1,S,1,3,5,CORP_BORE,IH,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,60000,12000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1430,5,2,E,6,3,3,CORP_BORE,AP,3,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,150000,23000
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,650,12,1,E,1,2,2,CORPORATION,IF,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,60000,15000
BHK2,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,1300,0,2,N,2,0,2,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,170000,17000
BHK2,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,800,10,2,N,1,1,1,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80000,13000
BHK1,ANYONE,1,SEMI_FURNISHED,BOTH,900,8,2,E,2,0,0,CORPORATION,IH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,100000,12500
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1200,7,2,N,1,1,2,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,100000,14000
BHK1,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,600,5,1,E,1,1,1,BOREWELL,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,60000,9000
BHK3,ANYONE,0,SEMI_FURNISHED,BOTH,1468,0,2,W,2,5,7,CORP_BORE,AP,2,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,100000,21000
BHK1,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,400,0,1,N,1,1,4,BOREWELL,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,45000,12000
BHK2,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,850,0,1,E,2,1,3,CORP_BORE,AP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000,11000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,600,2,3,E,3,0,1,CORP_BORE,IH,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,180000,18000
BHK3,ANYONE,1,FULLY_FURNISHED,BOTH,1600,10,2,W,5,1,2,CORP_BORE,IF,3,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,150000,40000
BHK1,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,550,10,1,N,1,1,2,CORPORATION,IF,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,100000,11000
BHK1,ANYONE,0,SEMI_FURNISHED,BOTH,600,10,1,E,3,1,5,CORP_BORE,AP,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,50000,12500
BHK1,ANYONE,0,NOT_FURNISHED,TWO_WHEELER,400,0,1,N,0,0,2,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50000,8000
BHK2,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,750,10,1,N,2,2,2,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80000,16000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1312,3,2,W,3,1,5,CORP_BORE,AP,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,150000,23000
BHK1,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,650,4,1,E,1,1,4,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,50000,10000
BHK2,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,800,8,2,E,2,0,2,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,50000,14500
BHK1,FAMILY,1,NOT_FURNISHED,TWO_WHEELER,700,10,1,N,0,1,1,CORP_BORE,IH,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,150000,14000
BHK3,FAMILY,0,SEMI_FURNISHED,BOTH,1510,10,2,NE,2,1,10,CORPORATION,AP,2,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,150000,30000
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,850,5,2,E,1,1,2,CORP_BORE,IF,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,200000,16000
BHK2,ANYONE,1,FULLY_FURNISHED,BOTH,1074,0,2,NE,2,2,4,CORP_BORE,AP,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,100000,18000
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1100,4,2,E,2,2,2,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100000,14500
BHK1,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,900,3,1,N,2,1,1,CORP_BORE,IH,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,80000,9000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,1560,1,3,E,20,4,8,BOREWELL,AP,2,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,80000,20000
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,700,3,1,N,2,2,3,BOREWELL,IF,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,60000,13000
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1376,0,2,N,2,4,15,CORP_BORE,AP,3,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,250000,25000
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,900,10,1,E,2,0,3,CORPORATION,IF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,14000
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1200,0,2,E,2,0,4,CORPORATION,AP,2,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,100000,17000
BHK3,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,900,10,3,S,4,1,3,BOREWELL,IF,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,500000,30000
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,950,10,2,SE,2,0,0,CORPORATION,IH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000,18000
BHK2,ANYONE,1,FULLY_FURNISHED,BOTH,1450,10,2,E,10,4,5,CORP_BORE,AP,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,100000,26000
BHK2,FAMILY,0,SEMI_FURNISHED,BOTH,1420,8,2,S,2,9,9,CORP_BORE,AP,2,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,150000,24000
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1200,2,2,W,1,0,3,CORP_BORE,AP,2,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,80000,18500
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,1000,10,2,E,2,0,2,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,150000,25000
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1000,5,2,E,2,3,4,CORP_BORE,AP,2,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,125000,17000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1257,3,2,E,3,1,4,CORP_BORE,AP,2,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,150000,23000
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,650,10,1,N,0,1,2,CORPORATION,IH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000,10000
BHK2,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,600,6,1,N,2,1,2,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,100000,10000
BHK2,ANYONE,0,SEMI_FURNISHED,BOTH,800,7,2,N,2,1,4,CORP_BORE,AP,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,75000,22000
BHK1,ANYONE,1,SEMI_FURNISHED,BOTH,600,8,1,N,0,2,3,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,100000,12000
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1530,2,2,N,2,3,4,CORPORATION,AP,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,370000,37000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,1700,12,3,N,6,1,3,CORPORATION,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,150000,25000
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,750,10,1,E,2,1,2,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,180000,18000
BHK2,FAMILY,1,NOT_FURNISHED,BOTH,450,0,1,E,0,1,2,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,13500
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1280,6,2,E,2,1,4,CORP_BORE,AP,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,200000,16700
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1350,4,2,NE,2,3,4,CORP_BORE,AP,2,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,150000,22500
BHK2,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,800,3,2,N,2,2,3,CORP_BORE,IF,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,50000,18000
BHK2,ANYONE,1,NOT_FURNISHED,TWO_WHEELER,800,1,2,N,0,3,3,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,175000,16000
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,1200,10,2,E,2,1,2,CORPORATION,IF,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,20000
BHK3,ANYONE,0,SEMI_FURNISHED,BOTH,1500,10,2,NE,3,1,3,CORP_BORE,AP,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,200000,29500
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,660,0,2,E,2,2,3,BOREWELL,IF,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,100000,11000
BHK1,ANYONE,0,NOT_FURNISHED,TWO_WHEELER,300,2,1,E,0,3,6,CORPORATION,IF,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,35000,8000
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,650,2,2,E,2,0,4,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124999,15500
BHK2,ANYONE,1,NOT_FURNISHED,TWO_WHEELER,850,3,2,SE,0,2,2,CORPORATION,AP,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,200000,14000
BHK3,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,1700,6,4,N,3,2,3,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,250000,22000
BHK1,FAMILY,1,NOT_FURNISHED,TWO_WHEELER,800,10,1,W,0,1,3,CORPORATION,IF,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,120000,12000
BHK2,ANYONE,1,SEMI_FURNISHED,FOUR_WHEELER,900,4,2,E,2,1,2,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,150000,15000
BHK2,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,1240,10,2,W,8,2,4,CORP_BORE,AP,2,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,300000,31000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,1530,7,3,N,3,3,4,CORP_BORE,AP,2,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,100000,22000
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,600,10,2,S,2,0,2,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,100000,9000
BHK1,FAMILY,1,NOT_FURNISHED,BOTH,1500,10,1,E,0,0,0,CORP_BORE,IH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,150000,15000
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,950,5,2,E,2,2,3,CORPORATION,IH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000,13000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1000,6,2,E,2,0,3,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,90000,19000
BHK3,FAMILY,0,FULLY_FURNISHED,BOTH,1960,1,3,W,0,16,18,CORPORATION,AP,3,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,500000,45000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,1760,0,3,E,3,2,4,CORP_BORE,AP,3,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,150000,23500
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1526,0,2,E,3,14,14,BOREWELL,AP,2,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,200000,36000
BHK2,ANYONE,0,SEMI_FURNISHED,FOUR_WHEELER,500,15,1,E,1,1,1,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,8000
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,800,2,2,E,2,0,3,CORP_BORE,IF,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100000,16000
RK1,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,300,10,1,E,1,3,3,CORPORATION,IH,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,50000,10150
BHK2,ANYONE,1,NOT_FURNISHED,TWO_WHEELER,700,8,1,S,0,1,1,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,50000,9500
BHK1,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,450,26,1,S,1,0,0,CORPORATION,IH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100000,10000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1300,4,2,E,5,4,4,CORP_BORE,AP,3,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,150000,22000
BHK2,FAMILY,0,SEMI_FURNISHED,BOTH,1190,10,2,N,2,6,10,CORP_BORE,AP,3,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,250000,25000
BHK2,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,850,0,2,E,1,1,2,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100000,12000
BHK3,FAMILY,0,SEMI_FURNISHED,BOTH,1100,0,2,S,3,1,5,CORP_BORE,AP,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,500000,35000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1424,3,2,NE,0,3,3,BOREWELL,AP,3,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,200000,27000
BHK3,ANYONE,0,SEMI_FURNISHED,BOTH,1500,20,2,W,6,1,1,CORPORATION,IF,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,200000,30000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,2092,5,3,N,3,9,12,CORP_BORE,AP,2,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,430000,43000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,1100,1,2,W,2,1,4,BOREWELL,AP,3,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,125000,18500
BHK1,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,750,7,1,E,1,1,2,CORPORATION,IF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85000,8500
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,740,10,2,E,2,1,2,CORP_BORE,AP,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,200000,20000
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1156,2,2,NE,2,3,4,BOREWELL,AP,3,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,68000,17000
BHK2,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,650,10,1,N,1,2,2,CORPORATION,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60000,12000
BHK2,ANYONE,0,SEMI_FURNISHED,NONE,700,5,1,E,1,1,3,BOREWELL,IF,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,60000,14500
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1156,2,2,W,2,3,4,CORP_BORE,AP,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,125000,22000
BHK1,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,450,4,1,E,2,1,4,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,700000,10000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1720,10,3,S,3,2,11,CORP_BORE,AP,2,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,400000,40000
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1475,7,2,N,2,11,18,CORP_BORE,AP,2,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,320000,32000
BHK3,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,1200,10,2,N,3,1,2,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45000,15000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1260,0,2,N,3,1,11,BOREWELL,AP,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,175000,19500
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1140,10,2,N,3,3,3,CORP_BORE,AP,2,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,100000,18000
BHK1,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,500,1,1,N,1,2,2,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000,8000
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1000,15,2,E,3,0,2,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,100000,17000
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,800,9,1,N,1,1,1,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,80000,14000
BHK4,FAMILY,1,FULLY_FURNISHED,BOTH,1500,12,4,W,8,0,1,CORP_BORE,IH,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,450000,45000
BHK1,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,600,10,1,E,1,1,3,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,80000,8000
BHK1,ANYONE,0,NOT_FURNISHED,TWO_WHEELER,500,5,1,N,1,2,2,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50000,9000
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1200,15,2,W,3,0,3,CORP_BORE,AP,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,150000,27500
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,1640,0,3,N,3,1,13,CORP_BORE,AP,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,270000,27000
BHK3,FAMILY,1,SEMI_FURNISHED,BOTH,1275,2,2,W,2,1,4,BOREWELL,AP,2,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,70000,18000
BHK3,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1100,2,2,W,3,4,4,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,300000,21000
BHK1,ANYONE,1,SEMI_FURNISHED,BOTH,450,0,1,N,2,4,4,BOREWELL,AP,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,40000,12000
BHK1,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,750,7,1,NE,1,2,2,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,36000,12000
BHK1,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,500,5,1,E,1,0,3,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80000,8500
BHK2,ANYONE,1,SEMI_FURNISHED,BOTH,1000,2,2,E,2,1,4,CORP_BORE,AP,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,80000,16000
BHK1,ANYONE,0,SEMI_FURNISHED,NONE,500,0,1,E,1,2,2,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,40000,12000
BHK1,BACHELOR,1,SEMI_FURNISHED,TWO_WHEELER,346,20,1,S,1,0,2,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,40000,9500
BHK2,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,600,10,2,N,1,0,2,CORP_BORE,IF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000,8500
BHK1,FAMILY,1,NOT_FURNISHED,TWO_WHEELER,700,3,1,E,0,2,3,CORPORATION,IF,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,150000,15000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1100,0,2,S,2,11,16,CORP_BORE,AP,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,230000,23000
BHK3,ANYONE,0,SEMI_FURNISHED,BOTH,1650,3,2,E,3,3,4,BOREWELL,AP,3,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,125000,27000
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1389,5,2,E,6,1,8,CORP_BORE,AP,2,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,200000,32000
BHK2,FAMILY,0,SEMI_FURNISHED,BOTH,1245,7,2,W,2,2,3,CORP_BORE,AP,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,150000,22000
BHK2,FAMILY,0,SEMI_FURNISHED,BOTH,1025,4,2,W,2,2,4,BOREWELL,AP,2,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,200000,18000
BHK3,ANYONE,0,FULLY_FURNISHED,BOTH,1567,2,3,E,6,1,4,BOREWELL,AP,2,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,100000,33500
BHK3,ANYONE,1,SEMI_FURNISHED,BOTH,1520,2,2,N,3,2,5,CORPORATION,AP,2,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,100000,13000
BHK2,ANYONE,0,SEMI_FURNISHED,FOUR_WHEELER,1500,15,1,E,3,2,2,CORPORATION,IF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,75000,15000
BHK1,FAMILY,0,SEMI_FURNISHED,FOUR_WHEELER,900,2,2,E,3,2,4,BOREWELL,AP,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,120000,12000
BHK1,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,500,1,1,N,1,3,4,CORP_BORE,IF,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,40000,9500
BHK2,FAMILY,1,SEMI_FURNISHED,BOTH,1090,0,2,W,2,3,4,BOREWELL,AP,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,70000,16000
